class,user_accuracy,producer_accuracy,f1_score,support,setting_id,n_estimators,max_features,min_samples_leaf,class_weight,model,reference_note
Maize,0.668141592920354,0.695852534562212,0.6817155756207675,217.0,rf_30,800,sqrt,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8826291079812206,0.9082125603864735,0.8952380952380953,207.0,rf_30,800,sqrt,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.81,0.7605633802816901,0.784503631961259,213.0,rf_30,800,sqrt,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6173913043478261,0.6698113207547169,0.6425339366515838,212.0,rf_30,800,sqrt,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7252252252252253,0.7666666666666667,0.7453703703703703,210.0,rf_31,800,log2,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7534883720930232,0.7363636363636363,0.7448275862068966,220.0,rf_31,800,log2,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.7125984251968503,0.8190045248868778,0.7621052631578947,221.0,rf_31,800,log2,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8088235294117647,0.7399103139013453,0.7728337236533958,223.0,rf_31,800,log2,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5912698412698413,0.6866359447004609,0.6353944562899787,217.0,rf_31,800,log2,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8631578947368421,0.7922705314009661,0.8261964735516373,207.0,rf_31,800,log2,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7569060773480663,0.6431924882629108,0.6954314720812182,213.0,rf_31,800,log2,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.526829268292683,0.5094339622641509,0.5179856115107914,212.0,rf_31,800,log2,1,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.8316831683168316,0.8,0.8155339805825242,210.0,rf_31,800,log2,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.8066037735849056,0.7772727272727272,0.7916666666666666,220.0,rf_31,800,log2,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8289473684210527,0.8552036199095022,0.8418708240534521,221.0,rf_31,800,log2,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8401826484018264,0.8251121076233184,0.832579185520362,223.0,rf_31,800,log2,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.6753246753246753,0.7188940092165899,0.6964285714285714,217.0,rf_31,800,log2,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8909952606635071,0.9082125603864735,0.8995215311004785,207.0,rf_31,800,log2,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.8159203980099502,0.7699530516431925,0.7922705314009661,213.0,rf_31,800,log2,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6484018264840182,0.6698113207547169,0.6589327146171694,212.0,rf_31,800,log2,1,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7511737089201878,0.7619047619047619,0.7565011820330969,210.0,rf_32,800,log2,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.757847533632287,0.7681818181818182,0.7629796839729119,220.0,rf_32,800,log2,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.7269076305220884,0.8190045248868778,0.7702127659574468,221.0,rf_32,800,log2,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8109452736318408,0.7309417040358744,0.7688679245283019,223.0,rf_32,800,log2,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5866141732283464,0.6866359447004609,0.6326963906581741,217.0,rf_32,800,log2,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8586387434554974,0.7922705314009661,0.8241206030150754,207.0,rf_32,800,log2,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7354497354497355,0.6525821596244131,0.6915422885572139,213.0,rf_32,800,log2,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5369458128078818,0.5141509433962265,0.5253012048192771,212.0,rf_32,800,log2,1,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.8232323232323232,0.7761904761904762,0.7990196078431373,210.0,rf_32,800,log2,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7782805429864253,0.7818181818181819,0.780045351473923,220.0,rf_32,800,log2,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8281938325991189,0.8506787330316742,0.8392857142857143,221.0,rf_32,800,log2,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8356164383561644,0.820627802690583,0.8280542986425339,223.0,rf_32,800,log2,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.6981981981981982,0.7142857142857143,0.7061503416856492,217.0,rf_32,800,log2,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8867924528301887,0.9082125603864735,0.8973747016706444,207.0,rf_32,800,log2,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.8048780487804879,0.7746478873239436,0.7894736842105263,213.0,rf_32,800,log2,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6529680365296804,0.6745283018867925,0.6635730858468677,212.0,rf_32,800,log2,1,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.726457399103139,0.7714285714285715,0.7482678983833718,210.0,rf_33,800,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7547169811320755,0.7272727272727273,0.7407407407407407,220.0,rf_33,800,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.7103174603174603,0.8099547511312217,0.7568710359408034,221.0,rf_33,800,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.803921568627451,0.7354260089686099,0.7681498829039812,223.0,rf_33,800,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5680933852140078,0.6728110599078341,0.6160337552742616,217.0,rf_33,800,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8282828282828283,0.7922705314009661,0.8098765432098766,207.0,rf_33,800,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7365591397849462,0.6431924882629108,0.6867167919799498,213.0,rf_33,800,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5445026178010471,0.49056603773584906,0.5161290322580645,212.0,rf_33,800,log2,3,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.83,0.7904761904761904,0.8097560975609757,210.0,rf_33,800,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7935779816513762,0.7863636363636364,0.7899543378995434,220.0,rf_33,800,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.831858407079646,0.8506787330316742,0.8411633109619687,221.0,rf_33,800,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8348623853211009,0.8161434977578476,0.8253968253968254,223.0,rf_33,800,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.6711111111111111,0.695852534562212,0.6832579185520362,217.0,rf_33,800,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8862559241706162,0.9033816425120773,0.8947368421052632,207.0,rf_33,800,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.8137254901960784,0.7793427230046949,0.7961630695443646,213.0,rf_33,800,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6470588235294118,0.6745283018867925,0.6605080831408776,212.0,rf_33,800,log2,3,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7272727272727273,0.7619047619047619,0.7441860465116279,210.0,rf_34,800,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7477064220183486,0.740909090909091,0.7442922374429224,220.0,rf_34,800,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.703125,0.8144796380090498,0.7547169811320755,221.0,rf_34,800,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.806930693069307,0.7309417040358744,0.7670588235294118,223.0,rf_34,800,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5719844357976653,0.6774193548387096,0.620253164556962,217.0,rf_34,800,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8497409326424871,0.7922705314009661,0.82,207.0,rf_34,800,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7272727272727273,0.6384976525821596,0.68,213.0,rf_34,800,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5368421052631579,0.4811320754716981,0.5074626865671642,212.0,rf_34,800,log2,3,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.8258706467661692,0.7904761904761904,0.8077858880778589,210.0,rf_34,800,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.8009259259259259,0.7863636363636364,0.7935779816513762,220.0,rf_34,800,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.831858407079646,0.8506787330316742,0.8411633109619687,221.0,rf_34,800,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8433179723502304,0.820627802690583,0.8318181818181818,223.0,rf_34,800,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.6755555555555556,0.7004608294930875,0.6877828054298643,217.0,rf_34,800,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8952380952380953,0.9082125603864735,0.9016786570743405,207.0,rf_34,800,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.8088235294117647,0.7746478873239436,0.7913669064748201,213.0,rf_34,800,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6383928571428571,0.6745283018867925,0.6559633027522935,212.0,rf_34,800,log2,3,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.7111111111111111,0.7619047619047619,0.735632183908046,210.0,rf_35,800,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7453703703703703,0.7318181818181818,0.7385321100917431,220.0,rf_35,800,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.6964980544747081,0.8099547511312217,0.7489539748953975,221.0,rf_35,800,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.7970297029702971,0.7219730941704036,0.7576470588235295,223.0,rf_35,800,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5680933852140078,0.6728110599078341,0.6160337552742616,217.0,rf_35,800,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8586387434554974,0.7922705314009661,0.8241206030150754,207.0,rf_35,800,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7258064516129032,0.6338028169014085,0.6766917293233082,213.0,rf_35,800,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5502645502645502,0.49056603773584906,0.5187032418952618,212.0,rf_35,800,log2,5,balanced,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.8291457286432161,0.7857142857142857,0.8068459657701712,210.0,rf_35,800,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7945205479452054,0.7909090909090909,0.7927107061503417,220.0,rf_35,800,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8355555555555556,0.8506787330316742,0.8430493273542601,221.0,rf_35,800,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8379629629629629,0.8116591928251121,0.8246013667425968,223.0,rf_35,800,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.6756756756756757,0.6912442396313364,0.683371298405467,217.0,rf_35,800,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8820754716981132,0.9033816425120773,0.8926014319809069,207.0,rf_35,800,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.8118811881188119,0.7699530516431925,0.7903614457831325,213.0,rf_35,800,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6359649122807017,0.6839622641509434,0.6590909090909091,212.0,rf_35,800,log2,5,balanced,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.71875,0.7666666666666667,0.7419354838709677,210.0,rf_36,800,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7419354838709677,0.7318181818181818,0.7368421052631579,220.0,rf_36,800,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.7098039215686275,0.8190045248868778,0.7605042016806722,221.0,rf_36,800,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.81,0.726457399103139,0.7659574468085106,223.0,rf_36,800,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.5593869731800766,0.6728110599078341,0.6108786610878661,217.0,rf_36,800,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8526315789473684,0.782608695652174,0.8161209068010076,207.0,rf_36,800,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.7165775401069518,0.6291079812206573,0.67,213.0,rf_36,800,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.5343915343915344,0.47641509433962265,0.5037406483790524,212.0,rf_36,800,log2,5,balanced_subsample,S2-only,CROME treated as a reference crop-map product rather than direct ground truth
Winter wheat,0.8324873096446701,0.780952380952381,0.8058968058968059,210.0,rf_36,800,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Winter barley,0.7909090909090909,0.7909090909090909,0.7909090909090909,220.0,rf_36,800,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Spring barley,0.8355555555555556,0.8506787330316742,0.8430493273542601,221.0,rf_36,800,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Beet (sugar beet / fodder beet),0.8497652582159625,0.8116591928251121,0.8302752293577982,223.0,rf_36,800,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Maize,0.6696428571428571,0.6912442396313364,0.6802721088435374,217.0,rf_36,800,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Oilseed rape,0.8867924528301887,0.9082125603864735,0.8973747016706444,207.0,rf_36,800,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Potatoes,0.8159203980099502,0.7699530516431925,0.7922705314009661,213.0,rf_36,800,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
Pulses / field beans and peas,0.6320346320346321,0.6886792452830188,0.6591422121896162,212.0,rf_36,800,log2,5,balanced_subsample,S1+S2,CROME treated as a reference crop-map product rather than direct ground truth
